49138023,,,1,234478,,,,,47.334657,-122.290709,,98001,,,3,,,,Auburn,,,,,,,,3233 South 298th Street
54830704,,,,176251,1,1,,,47.302703,-122.223794,,98002,,,3,,,,Auburn,,1,,,,,,504 D Street SE
48890773,,,,242622,1,,,,47.285897,-122.280036,,98001,,,5,,,,Auburn,,,,,,,,4231 S 352nd Street
,,,1,,,,,,,,,98002,,,3,,,,Auburn,,,,,,,,2306 N St NE #102
49089085,,,1,246441,,1,,,47.335106,-122.28468,,98001,,,6,,,,Auburn,,,,,,,,29724 39th Place South
63087192,,,,188971,,,,,47.317448,-122.20343,,98092,,,3,,,,Auburn,,,,,,,,31900 104th Ave SE
48750995,,1,1,312693,1,,,,47.312105,-122.207046,,98002,,1,1,,,1,Auburn,,,1,,,,1,1615 4th St. NE
,,,1,,,,,,,,,98002,,,3,,,,Auburn,,,,,,,,2306 N St NE #2
48834159,,,1,None,,,,,47.327583,-122.21255,,98002,,,3,,,,Auburn,,,,,,,,2306 N St NE
48959801,,,1,None,,,,,47.324466,-122.217149,,98002,,,2,,,,Auburn,,,,,,,,1011 18th St. NE
49031603,,,,416683,,,,,47.273879,-122.221711,,98002,,,2,,,,Auburn,,,,,,,1,3842 D Pl. SE
54466294,,,1,397275,,,,,47.330134,-122.180541,,98092,,,5,,,,Auburn,,,,,,,,30385 121st Pl.
111705480,,,1,356708,,1,,,47.287287,-122.177272,,98092,,,4,,,,Auburn,,,,,,,,2407 Redwood Ct.
49031605,,,1,314274,,,,,47.27393,-122.222365,,98002,,,2,,,,Auburn,,,,,,,1,3850 D Place, SE
68478709,,,,183353,,,,,47.30652,-122.209201,,98002,,,3,,,,Auburn,,,,,,,,303 Pike Street SE
80261346,,,,305438,,,,,47.286481,-122.281805,,98001,,,5,,,,Auburn,,,,,,,,35094 41st Place South
,,,1,,1,,,,,,,98002,,,3,,,,Auburn,,,,,,,,1583 8th st NE Unita Auburn WA 98002
48891160,,,,174780,,,,,47.276279,-122.260042,,98001,,,3,,,,Auburn,,,,,,,,35950 West Valley Hwy South
48959678,,,,214094,,1,,,47.309934,-122.233861,,98001,,,5,,1,,Auburn,,,,,,,,226 D St NW
2112503203,,,,214408,,,,,47.277889,-122.213729,,98002,,,3,,,,Auburn,,,,,,,,3409 M Place SE
,,,,,,,,,,,,98224,,,2,,,,Baring,,,,,,,,63620 NE 194th Place
48763995,,,1,182963,,1,,,47.620071,-122.123805,,98008,,,1,,,,Bellevue,,,,,,,1,16330 NE 11th Street
48763995,,,1,182963,,1,,,47.620071,-122.123805,,98008,,,1,,,,Bellevue,,,,,,,1,16330 NE 11th Street
48763995,,,1,182963,,1,,,47.620071,-122.123805,,98008,,,2,,,,Bellevue,,,,,,,1,16330 NE 11th Street
48763995,,,1,182963,,1,,,47.620071,-122.123805,,98008,,,2,,,,Bellevue,,,,,,,1,16330 NE 11th Street
48763995,,,1,182963,,1,,,47.620071,-122.123805,,98008,,,2,,,,Bellevue,,,,,,,1,16330 NE 11th Street
48763995,,,1,182963,,1,,,47.620071,-122.123805,,98008,,,2,,,,Bellevue,,,,,,,1,16330 NE 11th Street
